"evt_id","evt_start_time","evt_end_time","command","ts_time","energy_charged","energy_discharged","energy_imported","energy_exported","battery_power","aggregate_load","aggregate_pv","sites_participation","missing_power_count"
"b45c6b33-ff43-4b66-9fb8-359c2c45eb57","2026-03-18 08:20:00.000","2026-03-18 08:35:00.000","charge","2026-03-18 08:15:00.000","800","100","1,100","0","-5,932","2,035","0","4","1"
"b45c6b33-ff43-4b66-9fb8-359c2c45eb57","2026-03-18 08:20:00.000","2026-03-18 08:35:00.000","charge","2026-03-18 08:30:00.000","1,800","100","2,400","0","-12,796","2,080","0","4","1"
