"site_id","event_id","command_group_id","command","command_type_group_id","command_type","command_start_time","command_start_time_discharge","command_start_time_charge","command_start_time_imported","command_start_time_exported","command_start_time_battery_power","command_end_time","command_end_time_discharge","command_end_time_charge","command_end_time_imported","command_end_time_exported","command_end_time_battery_power","command_battery_power_sum","event_start_time","rn","next_command_start_time","next_command_start_discharge","next_command_start_charge","next_command_start_imported","next_command_start_exported","next_command_start_battery_power","prev_command_end_battery_power","overall_command_start_time","overall_command_end_time","overall_command_discharge","overall_command_charge","overall_command_imported","overall_command_exported","latest_avg_battery_power","overall_command_time_seconds","overall_event_time_seconds","overall_command_battery_power"
"100003907","a818de3e-17a7-41ae-8867-eac0b60a7d26","1","DISCHARGE_TO_HOME_AND_GRID","1","discharge","2026-05-19 23:00:24.000","1,500","0","0","2,400","8,046.666666666667","2026-05-19 23:58:55.000","7,500","0","0","10,700","8,000","88,358","","1","2026-05-20 00:03:55.000","9,500","0","0","13,300","7,876","","2026-05-19 23:00:24.000","2026-05-20 00:03:55.000","9,500","0","0","13,300","7,876","3,811","3,811","7,876"
"100003907","a818de3e-17a7-41ae-8867-eac0b60a7d26","2","STOPDISPATCHCOMMANDDTO","2","stop","2026-05-20 00:03:55.000","9,500","0","0","13,300","7,876","2026-05-20 00:03:55.000","9,500","0","0","13,300","7,876","7,876","","2","","","","","","","8,000","2026-05-20 00:03:55.000","2026-05-20 00:03:55.000","0","0","0","0","0","0","3,811","-∞"
